Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
02.01.2025 21:30;02.01.2025 21:45;1.035,00;287,25;1.481,75;4.689,50;1,50;32,00;-;2.418,25;1.119,00;2.443,00;80,50;447,00
02.01.2025 21:45;02.01.2025 22:00;1.032,00;272,00;1.593,50;4.701,75;1,50;32,00;-;2.387,50;1.115,25;2.419,50;52,50;449,75
02.01.2025 22:00;02.01.2025 22:15;1.014,00;303,00;1.572,50;4.555,25;3,25;32,00;-;2.348,75;1.147,00;2.405,50;287,50;448,75
02.01.2025 22:15;02.01.2025 22:30;1.011,25;300,50;1.622,50;4.599,00;1,50;32,00;-;2.319,50;1.188,50;2.373,75;102,00;449,25
02.01.2025 22:30;02.01.2025 22:45;1.011,00;374,00;1.728,25;4.623,75;1,50;32,25;-;2.296,50;1.231,25;2.358,25;23,75;452,25
02.01.2025 22:45;02.01.2025 23:00;1.005,75;367,50;1.703,50;4.606,25;1,50;32,25;-;2.257,75;1.211,00;2.324,50;23,00;453,25
02.01.2025 23:00;02.01.2025 23:15;980,50;375,75;1.544,50;4.614,25;2,00;32,50;-;2.204,50;1.175,75;2.209,00;61,00;446,25
02.01.2025 23:15;02.01.2025 23:30;988,50;364,25;1.553,00;4.691,00;1,75;32,50;-;2.159,50;1.148,00;2.176,50;29,25;440,75
02.01.2025 23:30;02.01.2025 23:45;975,75;354,75;1.612,25;4.727,50;2,25;32,50;-;2.113,50;1.136,00;2.137,00;11,75;440,50
02.01.2025 23:45;03.01.2025 00:00;979,75;351,50;1.612,75;4.764,75;1,50;32,25;-;2.055,00;1.043,00;2.089,25;16,25;440,25
03.01.2025 00:00;03.01.2025 00:15;959,25;363,75;1.543,25;4.741,75;1,75;32,25;-;2.011,00;1.022,00;2.112,75;67,50;481,00
03.01.2025 00:15;03.01.2025 00:30;946,75;344,50;1.436,25;4.748,50;1,75;32,50;-;2.030,00;977,50;2.136,50;14,00;435,00
03.01.2025 00:30;03.01.2025 00:45;959,00;342,00;1.494,25;4.769,00;1,75;32,50;-;2.060,50;937,25;2.112,25;2,75;435,25
03.01.2025 00:45;03.01.2025 01:00;959,50;342,00;1.498,75;4.806,25;1,50;32,50;-;2.024,50;914,25;2.114,00;1,00;433,25
03.01.2025 01:00;03.01.2025 01:15;957,75;340,50;1.522,25;4.817,25;1,75;32,50;-;2.010,25;884,75;2.029,75;32,50;435,25
03.01.2025 01:15;03.01.2025 01:30;956,50;342,00;1.449,25;4.767,50;2,00;32,00;-;2.006,00;882,00;2.024,25;62,50;440,00
03.01.2025 01:30;03.01.2025 01:45;942,50;336,25;1.469,25;4.806,25;2,00;32,25;-;2.036,75;886,75;2.032,00;3,00;439,75
03.01.2025 01:45;03.01.2025 02:00;949,25;335,50;1.518,75;4.873,50;1,75;32,00;-;2.035,00;902,50;2.045,00;0,50;436,00
03.01.2025 02:00;03.01.2025 02:15;950,25;341,75;1.524,25;4.944,75;1,50;32,00;-;2.001,00;965,25;2.104,50;0,00;432,50
03.01.2025 02:15;03.01.2025 02:30;934,75;337,75;1.572,25;4.981,75;1,75;32,25;-;2.022,00;952,50;2.112,50;0,00;431,00
03.01.2025 02:30;03.01.2025 02:45;950,00;341,75;1.535,75;5.076,00;1,50;32,50;-;2.028,50;954,75;2.109,25;0,25;432,00
03.01.2025 02:45;03.01.2025 03:00;949,00;340,50;1.569,50;5.137,50;1,75;32,50;-;2.030,75;947,75;2.117,25;0,50;427,50
03.01.2025 03:00;03.01.2025 03:15;945,00;345,50;1.490,75;5.126,75;2,25;32,50;-;2.022,00;964,00;2.132,25;0,50;425,25
03.01.2025 03:15;03.01.2025 03:30;941,75;343,50;1.444,50;5.143,75;2,00;32,50;-;1.985,25;967,25;2.161,00;28,00;421,00
03.01.2025 03:30;03.01.2025 03:45;933,00;342,00;1.458,50;5.187,50;2,00;32,50;-;1.976,00;968,25;2.163,25;0,00;429,50
03.01.2025 03:45;03.01.2025 04:00;918,50;339,75;1.445,50;5.355,75;2,00;32,50;-;1.982,75;971,50;2.159,50;0,00;430,75
03.01.2025 04:00;03.01.2025 04:15;943,25;342,50;1.324,00;5.559,75;1,75;32,25;-;1.962,75;995,25;2.178,00;0,00;432,75
03.01.2025 04:15;03.01.2025 04:30;936,00;341,50;1.294,75;5.704,75;2,25;31,75;-;1.977,75;989,00;2.207,75;0,00;436,25
03.01.2025 04:30;03.01.2025 04:45;937,50;341,25;1.299,25;5.889,25;2,50;32,00;-;1.937,75;986,25;2.203,50;0,00;433,75
03.01.2025 04:45;03.01.2025 05:00;934,50;340,75;1.293,75;5.989,75;2,25;32,25;-;1.892,25;984,00;2.226,50;0,00;431,75
03.01.2025 05:00;03.01.2025 05:15;940,75;345,50;1.112,75;6.077,50;2,00;32,25;-;1.886,75;991,25;2.245,00;0,00;431,00
03.01.2025 05:15;03.01.2025 05:30;952,25;344,25;1.071,00;6.258,50;2,50;32,25;-;1.941,00;990,75;2.284,50;0,50;431,25
03.01.2025 05:30;03.01.2025 05:45;955,25;345,25;1.061,75;6.477,75;2,25;32,00;-;1.965,75;993,50;2.300,25;0,50;431,75
03.01.2025 05:45;03.01.2025 06:00;955,00;361,25;1.047,25;6.592,00;2,50;32,00;-;1.988,00;997,50;2.353,50;9,00;433,50
03.01.2025 06:00;03.01.2025 06:15;975,75;352,25;753,00;7.023,75;3,75;32,00;-;1.974,75;982,75;2.476,50;4,50;430,75
03.01.2025 06:15;03.01.2025 06:30;982,25;351,50;719,00;7.165,00;3,50;31,75;-;1.977,00;979,25;2.460,75;0,25;431,25
03.01.2025 06:30;03.01.2025 06:45;984,50;352,75;707,50;7.376,25;3,75;31,75;-;1.962,00;983,25;2.478,25;0,00;429,50
03.01.2025 06:45;03.01.2025 07:00;990,50;363,25;702,25;7.518,25;3,25;31,75;-;1.950,25;985,50;2.410,00;39,50;426,50
03.01.2025 07:00;03.01.2025 07:15;1.016,00;386,75;402,75;7.616,75;4,50;31,75;-;1.932,00;984,75;2.351,50;2,50;430,25
03.01.2025 07:15;03.01.2025 07:30;1.023,00;363,75;396,50;7.789,50;4,25;31,75;-;1.939,50;982,75;2.326,50;1,00;428,50
03.01.2025 07:30;03.01.2025 07:45;1.025,75;383,75;417,50;7.868,25;4,75;31,25;-;1.942,00;993,25;2.316,00;3,25;425,25
03.01.2025 07:45;03.01.2025 08:00;1.028,25;375,00;439,75;8.060,00;5,25;31,50;-;1.948,25;1.016,25;2.337,25;14,75;427,00
03.01.2025 08:00;03.01.2025 08:15;1.044,25;373,75;419,75;8.185,50;5,75;32,00;-;1.917,25;1.081,00;2.398,75;95,50;429,75
03.01.2025 08:15;03.01.2025 08:30;1.049,00;370,25;405,50;8.339,00;9,50;32,25;-;1.876,50;1.108,75;2.418,00;65,75;427,00
03.01.2025 08:30;03.01.2025 08:45;1.052,25;372,50;391,75;8.397,50;45,50;31,75;-;1.846,25;1.116,75;2.430,25;91,75;427,75
03.01.2025 08:45;03.01.2025 09:00;1.054,25;386,50;386,75;8.437,00;114,50;32,00;-;1.867,00;1.123,00;2.432,75;105,50;426,25
03.01.2025 09:00;03.01.2025 09:15;1.051,25;376,00;494,75;8.422,00;209,50;32,25;-;1.845,50;1.133,00;2.491,00;56,25;427,50
03.01.2025 09:15;03.01.2025 09:30;1.049,00;374,00;503,25;8.414,00;320,00;32,25;-;1.848,50;1.133,75;2.454,25;73,00;424,75
03.01.2025 09:30;03.01.2025 09:45;1.043,00;381,00;504,25;8.453,75;456,00;32,25;-;1.863,25;1.141,25;2.409,25;77,75;425,25
03.01.2025 09:45;03.01.2025 10:00;1.040,75;367,25;478,25;8.449,00;617,75;31,75;-;1.860,25;1.169,50;2.416,50;44,50;429,00
03.01.2025 10:00;03.01.2025 10:15;1.030,25;418,50;370,75;8.558,00;783,25;31,50;-;1.854,25;1.218,50;2.420,25;125,50;427,25
03.01.2025 10:15;03.01.2025 10:30;1.006,50;390,75;362,25;8.615,25;937,00;31,50;-;1.847,25;1.216,25;2.399,25;24,00;429,75
03.01.2025 10:30;03.01.2025 10:45;1.006,75;361,25;358,50;8.743,00;1.115,00;31,25;-;1.898,75;1.196,25;2.392,50;1,00;430,25
03.01.2025 10:45;03.01.2025 11:00;1.012,25;394,50;343,75;8.802,00;1.277,75;31,25;-;1.917,00;1.189,50;2.424,25;2,25;430,50
03.01.2025 11:00;03.01.2025 11:15;1.002,00;398,50;276,50;8.895,25;1.418,75;31,50;-;1.909,25;1.214,50;2.452,00;18,50;430,50
03.01.2025 11:15;03.01.2025 11:30;1.000,00;388,50;279,00;9.031,00;1.550,25;31,50;-;1.866,25;1.198,25;2.432,25;18,00;428,75
03.01.2025 11:30;03.01.2025 11:45;998,00;366,25;275,00;9.078,25;1.628,75;31,00;-;1.867,25;1.202,25;2.411,75;6,25;429,75
03.01.2025 11:45;03.01.2025 12:00;996,50;364,75;283,75;9.045,25;1.651,50;31,25;-;1.859,50;1.201,25;2.402,25;6,75;428,75
03.01.2025 12:00;03.01.2025 12:15;971,00;360,25;238,25;9.032,50;1.666,50;31,75;-;1.806,25;1.203,50;2.380,00;6,50;428,00
03.01.2025 12:15;03.01.2025 12:30;975,50;362,50;229,25;8.991,00;1.652,25;31,75;-;1.798,25;1.206,75;2.368,25;6,25;426,50
03.01.2025 12:30;03.01.2025 12:45;970,50;358,50;229,50;8.964,00;1.634,00;31,50;-;1.768,25;1.219,00;2.378,50;5,00;429,50
03.01.2025 12:45;03.01.2025 13:00;977,75;372,50;223,75;8.872,75;1.607,25;32,00;-;1.753,00;1.210,25;2.375,25;6,50;427,75
03.01.2025 13:00;03.01.2025 13:15;971,75;356,50;340,25;8.780,50;1.557,75;32,00;-;1.728,75;1.191,50;2.347,50;2,50;428,25
03.01.2025 13:15;03.01.2025 13:30;964,00;355,00;359,25;8.806,00;1.516,25;32,25;-;1.700,25;1.185,75;2.344,75;3,00;429,25
03.01.2025 13:30;03.01.2025 13:45;970,25;383,50;347,00;8.748,25;1.444,75;32,25;-;1.741,00;1.187,00;2.346,00;30,00;429,00
03.01.2025 13:45;03.01.2025 14:00;973,00;361,50;358,00;8.635,25;1.358,25;32,75;-;1.739,50;1.179,75;2.314,00;24,25;428,75
03.01.2025 14:00;03.01.2025 14:15;978,75;355,50;763,75;8.464,25;1.205,25;33,25;-;1.719,50;1.166,50;2.179,00;1,25;435,00
03.01.2025 14:15;03.01.2025 14:30;979,75;357,50;849,75;8.376,00;1.059,50;33,00;-;1.720,25;1.137,25;2.154,50;32,50;436,50
03.01.2025 14:30;03.01.2025 14:45;983,50;368,25;867,75;8.312,50;912,50;33,00;-;1.726,50;1.132,75;2.153,75;7,00;441,00
03.01.2025 14:45;03.01.2025 15:00;994,00;365,50;869,00;8.176,00;766,25;33,00;-;1.697,50;1.144,50;2.173,75;22,00;438,75
03.01.2025 15:00;03.01.2025 15:15;1.004,25;383,75;964,25;8.069,25;616,00;32,50;-;1.764,25;1.154,25;2.230,75;22,00;435,75
03.01.2025 15:15;03.01.2025 15:30;1.010,25;382,25;1.003,75;8.006,50;464,50;32,50;-;1.810,00;1.186,25;2.255,00;56,00;437,00
03.01.2025 15:30;03.01.2025 15:45;1.017,00;366,50;1.012,75;8.040,75;314,00;32,25;-;1.808,25;1.214,00;2.252,75;61,75;438,25
03.01.2025 15:45;03.01.2025 16:00;1.029,75;370,75;1.023,00;7.935,25;180,00;32,50;-;1.840,00;1.238,50;2.262,50;37,00;434,00
03.01.2025 16:00;03.01.2025 16:15;1.055,50;369,50;1.131,50;7.779,50;80,75;32,50;-;1.952,00;1.230,00;2.329,00;59,50;430,00
03.01.2025 16:15;03.01.2025 16:30;1.065,75;381,50;1.168,75;7.670,25;24,50;32,75;-;2.051,25;1.248,00;2.295,00;67,25;429,00
03.01.2025 16:30;03.01.2025 16:45;1.082,25;383,50;1.229,00;7.685,75;6,50;32,50;-;2.062,50;1.279,25;2.292,75;116,75;427,50
03.01.2025 16:45;03.01.2025 17:00;1.090,00;388,75;1.238,25;7.642,00;3,50;32,50;-;2.060,25;1.301,75;2.313,50;216,25;427,00
03.01.2025 17:00;03.01.2025 17:15;1.097,75;407,00;1.314,25;7.508,25;2,75;32,50;-;2.090,00;1.302,50;2.431,50;246,25;427,25
03.01.2025 17:15;03.01.2025 17:30;1.104,50;405,25;1.325,25;7.397,25;2,75;32,50;-;2.094,25;1.291,50;2.448,25;420,00;431,00
03.01.2025 17:30;03.01.2025 17:45;1.109,75;385,00;1.313,50;7.388,50;2,50;32,75;-;2.132,75;1.299,50;2.450,00;537,75;432,50
03.01.2025 17:45;03.01.2025 18:00;1.116,50;442,75;1.268,50;7.175,75;2,75;33,00;-;2.128,75;1.309,75;2.449,50;678,50;432,00
03.01.2025 18:00;03.01.2025 18:15;1.117,50;436,75;1.223,50;6.999,50;3,25;33,25;-;2.121,75;1.275,00;2.451,75;812,25;429,25
03.01.2025 18:15;03.01.2025 18:30;1.125,50;424,50;1.263,50;6.992,75;3,25;33,25;-;2.120,00;1.261,00;2.447,50;699,25;432,00
03.01.2025 18:30;03.01.2025 18:45;1.124,50;439,50;1.296,00;7.005,75;3,00;33,25;-;2.127,00;1.255,00;2.462,25;687,75;437,75
03.01.2025 18:45;03.01.2025 19:00;1.128,75;435,25;1.314,00;6.873,75;3,75;33,00;-;2.153,25;1.281,00;2.467,75;797,50;434,00
03.01.2025 19:00;03.01.2025 19:15;1.119,75;392,75;1.372,00;6.855,50;2,25;33,50;-;2.252,75;1.285,25;2.413,50;705,25;438,25
03.01.2025 19:15;03.01.2025 19:30;1.117,75;386,00;1.479,75;6.715,25;2,25;33,50;-;2.265,25;1.267,75;2.326,50;544,75;439,25
03.01.2025 19:30;03.01.2025 19:45;1.109,75;385,75;1.571,25;6.704,75;2,25;33,50;-;2.281,75;1.252,00;2.261,75;466,75;439,75
03.01.2025 19:45;03.01.2025 20:00;1.098,50;382,50;1.573,00;6.767,75;2,25;33,50;-;2.345,25;1.248,50;2.242,50;433,50;446,75
03.01.2025 20:00;03.01.2025 20:15;1.057,75;375,50;1.644,50;6.700,50;2,00;33,50;-;2.341,25;1.251,75;2.230,00;405,75;450,25
03.01.2025 20:15;03.01.2025 20:30;1.062,25;369,00;1.576,75;6.620,00;1,75;33,50;-;2.381,00;1.248,00;2.173,50;244,25;451,50
03.01.2025 20:30;03.01.2025 20:45;1.052,25;368,00;1.536,50;6.504,75;1,75;33,50;-;2.397,00;1.247,75;2.152,50;195,75;456,50
03.01.2025 20:45;03.01.2025 21:00;1.034,75;352,50;1.616,25;6.465,75;1,75;33,50;-;2.447,25;1.274,75;2.133,75;68,00;446,50
03.01.2025 21:00;03.01.2025 21:15;1.016,00;346,50;1.610,50;6.571,00;1,75;33,50;-;2.518,50;1.290,50;2.057,50;36,25;446,00
03.01.2025 21:15;03.01.2025 21:30;1.004,00;346,50;1.474,00;6.664,75;1,75;33,50;-;2.531,00;1.294,00;2.038,00;55,75;449,50
03.01.2025 21:30;03.01.2025 21:45;1.005,25;352,25;1.452,00;6.642,50;2,00;33,50;-;2.582,50;1.291,75;2.004,50;42,25;444,50
03.01.2025 21:45;03.01.2025 22:00;989,50;356,00;1.378,50;6.545,00;1,75;33,75;-;2.594,50;1.298,75;1.998,75;9,50;436,75
03.01.2025 22:00;03.01.2025 22:15;985,00;366,50;1.321,50;6.337,50;2,00;33,75;-;2.583,50;1.272,25;1.996,75;82,25;445,00
03.01.2025 22:15;03.01.2025 22:30;983,75;355,75;1.371,00;6.253,50;2,25;33,75;-;2.572,50;1.266,25;1.978,25;45,25;425,75
03.01.2025 22:30;03.01.2025 22:45;977,50;355,25;1.415,00;6.146,50;2,00;33,75;-;2.575,50;1.251,00;1.892,50;72,75;423,50
03.01.2025 22:45;03.01.2025 23:00;972,75;358,75;1.227,25;6.082,75;2,25;33,75;-;2.599,25;1.233,25;1.822,50;86,50;420,50
03.01.2025 23:00;03.01.2025 23:15;962,25;369,50;1.109,25;6.031,75;3,00;34,00;-;2.713,50;1.206,00;1.715,25;234,50;417,75
03.01.2025 23:15;03.01.2025 23:30;969,75;355,75;1.087,25;5.928,25;2,00;33,25;-;2.741,00;1.192,25;1.704,00;231,00;419,25
03.01.2025 23:30;03.01.2025 23:45;972,25;357,75;1.089,50;5.893,00;1,75;33,25;-;2.736,25;1.188,25;1.703,75;221,00;418,75
03.01.2025 23:45;04.01.2025 00:00;974,25;358,50;1.029,25;5.841,75;1,75;33,25;-;2.649,50;1.181,25;1.642,50;172,25;418,50
04.01.2025 00:00;04.01.2025 00:15;965,00;352,00;898,25;5.772,50;2,00;33,25;-;2.474,00;1.182,00;1.539,75;90,25;462,75
04.01.2025 00:15;04.01.2025 00:30;967,50;351,50;874,75;5.720,50;2,00;33,25;-;2.453,75;1.173,75;1.514,50;102,50;420,50
04.01.2025 00:30;04.01.2025 00:45;966,50;346,75;873,75;5.629,50;2,25;33,25;-;2.454,75;1.149,50;1.532,00;54,75;423,00
04.01.2025 00:45;04.01.2025 01:00;966,75;341,00;919,25;5.510,50;2,00;33,50;-;2.477,50;1.115,00;1.545,25;46,25;426,50
04.01.2025 01:00;04.01.2025 01:15;949,25;342,50;992,50;5.384,00;2,00;33,50;-;2.596,50;1.067,75;1.517,50;41,50;427,75
04.01.2025 01:15;04.01.2025 01:30;945,00;357,25;852,00;5.248,75;1,75;33,50;-;2.627,50;1.035,50;1.527,00;45,25;433,00
04.01.2025 01:30;04.01.2025 01:45;943,25;361,50;796,00;5.137,75;1,75;33,50;-;2.563,50;1.005,50;1.528,25;48,00;429,75
04.01.2025 01:45;04.01.2025 02:00;944,75;361,50;782,50;5.053,50;1,75;33,25;-;2.585,50;1.021,75;1.538,50;59,50;435,75
04.01.2025 02:00;04.01.2025 02:15;939,00;364,25;718,50;4.890,75;1,75;33,25;-;2.701,50;961,50;1.534,25;65,50;441,00
04.01.2025 02:15;04.01.2025 02:30;942,75;363,50;693,25;4.637,00;2,00;33,50;-;2.779,00;924,75;1.509,25;75,00;439,75
04.01.2025 02:30;04.01.2025 02:45;937,50;362,00;682,25;4.408,00;1,75;33,50;-;2.796,25;908,25;1.507,00;104,50;439,75
04.01.2025 02:45;04.01.2025 03:00;942,25;360,75;743,50;4.213,00;1,75;33,50;-;2.793,50;912,50;1.505,75;93,00;435,75
04.01.2025 03:00;04.01.2025 03:15;939,25;359,00;653,50;4.081,50;1,75;33,50;-;2.798,00;928,50;1.517,50;48,50;433,25
04.01.2025 03:15;04.01.2025 03:30;941,50;359,00;496,25;3.993,50;1,75;33,25;-;2.811,75;939,50;1.525,75;78,00;434,25
04.01.2025 03:30;04.01.2025 03:45;940,00;360,00;454,75;3.888,25;1,75;32,75;-;2.823,00;960,50;1.526,50;72,25;433,00
04.01.2025 03:45;04.01.2025 04:00;943,25;360,75;447,50;3.763,25;1,75;32,75;-;2.823,25;974,75;1.541,25;118,00;436,75
04.01.2025 04:00;04.01.2025 04:15;951,75;359,50;405,00;3.647,25;1,50;32,75;-;2.843,25;993,00;1.561,50;60,50;435,75
04.01.2025 04:15;04.01.2025 04:30;959,25;348,50;335,00;3.531,50;1,75;32,75;-;2.851,50;1.037,00;1.577,50;72,75;435,25
04.01.2025 04:30;04.01.2025 04:45;966,25;347,75;380,25;3.388,75;1,75;32,75;-;2.859,50;1.053,25;1.582,25;60,00;438,00
04.01.2025 04:45;04.01.2025 05:00;968,25;349,75;398,00;3.210,00;1,75;32,75;-;2.866,75;1.064,25;1.595,25;121,50;439,75
04.01.2025 05:00;04.01.2025 05:15;971,00;350,50;336,00;3.027,00;1,75;33,00;-;2.885,25;1.079,00;1.630,25;70,00;440,75
04.01.2025 05:15;04.01.2025 05:30;982,00;350,25;263,50;2.866,25;1,50;33,00;-;2.904,50;1.109,00;1.636,25;88,25;441,50
04.01.2025 05:30;04.01.2025 05:45;985,50;347,75;251,50;2.721,50;1,75;33,00;-;2.911,00;1.181,00;1.652,50;38,00;442,75
04.01.2025 05:45;04.01.2025 06:00;988,75;348,00;322,00;2.637,00;1,50;32,75;-;2.929,75;1.223,75;1.675,25;59,75;445,75
04.01.2025 06:00;04.01.2025 06:15;999,50;358,00;322,50;2.591,00;1,50;32,75;-;2.957,50;1.254,75;1.774,25;42,50;446,25
04.01.2025 06:15;04.01.2025 06:30;1.010,25;359,75;301,25;2.528,25;1,50;32,50;-;2.967,00;1.282,25;1.791,00;50,00;444,25
04.01.2025 06:30;04.01.2025 06:45;1.013,00;367,50;333,25;2.465,50;1,75;32,50;-;2.972,25;1.305,25;1.817,25;58,75;439,50
04.01.2025 06:45;04.01.2025 07:00;1.018,75;370,00;288,75;2.389,75;3,50;32,75;-;2.973,50;1.313,00;1.851,75;113,00;444,00
04.01.2025 07:00;04.01.2025 07:15;1.033,00;362,75;268,00;2.324,25;1,75;32,50;-;2.980,50;1.321,25;1.862,25;52,00;442,50
04.01.2025 07:15;04.01.2025 07:30;1.049,00;358,25;287,50;2.292,75;2,00;32,50;-;2.982,25;1.323,50;1.892,50;78,50;438,75
04.01.2025 07:30;04.01.2025 07:45;1.056,00;366,75;257,00;2.286,25;2,00;32,50;-;2.970,50;1.335,00;1.933,25;93,25;432,50
04.01.2025 07:45;04.01.2025 08:00;1.060,75;379,75;296,50;2.276,00;2,50;32,75;-;2.979,75;1.341,50;2.010,75;145,00;435,75
04.01.2025 08:00;04.01.2025 08:15;1.071,00;376,00;351,25;2.200,00;4,25;33,50;-;2.963,00;1.341,50;2.095,00;303,50;437,75
04.01.2025 08:15;04.01.2025 08:30;1.075,00;389,25;404,75;2.127,25;17,25;34,25;-;2.984,75;1.345,00;2.099,75;382,25;437,25
04.01.2025 08:30;04.01.2025 08:45;1.086,75;401,00;424,75;2.069,50;88,00;34,25;-;2.991,00;1.345,00;2.133,50;376,75;444,00
04.01.2025 08:45;04.01.2025 09:00;1.087,50;397,50;456,00;2.035,25;185,50;34,00;-;2.994,50;1.342,50;2.161,75;343,75;446,25
04.01.2025 09:00;04.01.2025 09:15;1.081,00;398,50;589,50;1.970,75;303,75;34,25;-;2.991,25;1.346,75;2.200,75;487,00;447,00
04.01.2025 09:15;04.01.2025 09:30;1.082,75;391,75;734,00;1.905,75;423,75;34,25;-;2.985,75;1.342,75;2.207,25;438,25;447,00
04.01.2025 09:30;04.01.2025 09:45;1.085,00;393,25;617,00;1.857,25;544,25;34,25;-;2.988,00;1.343,25;2.199,00;379,50;445,00
04.01.2025 09:45;04.01.2025 10:00;1.084,75;377,75;629,00;1.830,25;682,25;34,00;-;3.002,75;1.342,50;2.229,25;288,25;448,50
04.01.2025 10:00;04.01.2025 10:15;1.089,00;408,75;601,25;1.808,50;827,50;34,00;-;3.039,25;1.336,50;2.218,50;462,50;440,50
04.01.2025 10:15;04.01.2025 10:30;1.086,00;394,00;548,75;1.823,00;975,25;34,25;-;3.044,50;1.337,00;2.216,50;332,50;443,25
04.01.2025 10:30;04.01.2025 10:45;1.084,00;392,00;635,75;1.844,50;1.095,00;34,25;-;3.046,75;1.339,25;2.212,00;288,00;447,00
04.01.2025 10:45;04.01.2025 11:00;1.078,00;389,75;658,25;1.860,50;1.172,25;34,25;-;3.049,00;1.342,75;2.201,75;238,00;444,00
04.01.2025 11:00;04.01.2025 11:15;1.067,00;380,50;793,25;1.868,50;1.237,75;34,00;-;3.034,00;1.316,50;2.215,25;240,00;445,25
04.01.2025 11:15;04.01.2025 11:30;1.059,50;385,25;828,50;1.872,25;1.319,50;34,00;-;3.043,00;1.305,00;2.220,75;204,50;447,50
04.01.2025 11:30;04.01.2025 11:45;1.059,00;368,50;814,25;1.853,25;1.409,00;34,00;-;3.051,00;1.301,25;2.214,50;158,25;446,50
04.01.2025 11:45;04.01.2025 12:00;1.045,75;374,00;722,00;1.811,00;1.472,00;34,00;-;3.062,50;1.303,75;2.192,25;163,00;450,00
04.01.2025 12:00;04.01.2025 12:15;1.030,75;385,75;609,00;1.801,25;1.490,75;34,00;-;3.070,00;1.299,00;2.200,25;80,25;448,25
04.01.2025 12:15;04.01.2025 12:30;1.036,00;394,00;570,75;1.785,25;1.482,50;34,00;-;3.078,00;1.304,50;2.203,25;45,50;445,00
04.01.2025 12:30;04.01.2025 12:45;1.047,00;395,50;621,25;1.801,50;1.451,00;34,00;-;3.074,25;1.303,00;2.224,00;56,25;440,75
04.01.2025 12:45;04.01.2025 13:00;1.044,75;372,50;652,75;1.815,25;1.423,00;34,00;-;3.070,00;1.301,75;2.268,50;44,00;440,50
04.01.2025 13:00;04.01.2025 13:15;1.030,00;379,50;661,00;1.828,25;1.383,25;34,25;-;3.071,00;1.301,50;2.274,75;272,25;443,75
04.01.2025 13:15;04.01.2025 13:30;1.018,50;375,75;711,50;1.816,25;1.314,25;34,25;-;3.074,00;1.302,00;2.303,25;255,00;445,25
04.01.2025 13:30;04.01.2025 13:45;1.043,00;370,75;751,75;1.826,25;1.253,75;34,25;-;3.071,00;1.301,00;2.345,25;220,50;444,50
04.01.2025 13:45;04.01.2025 14:00;1.039,50;369,25;702,75;1.864,25;1.165,75;34,25;-;3.075,00;1.298,00;2.349,25;303,00;445,00
04.01.2025 14:00;04.01.2025 14:15;1.031,50;380,75;668,75;1.905,75;1.049,50;34,25;-;3.067,75;1.286,75;2.400,50;214,75;449,50
04.01.2025 14:15;04.01.2025 14:30;1.040,25;386,75;618,50;1.893,00;940,75;34,25;-;3.072,75;1.285,50;2.424,00;304,75;451,25
04.01.2025 14:30;04.01.2025 14:45;1.038,00;382,50;607,00;1.879,00;793,50;34,00;-;3.074,75;1.284,50;2.441,75;362,25;450,50
04.01.2025 14:45;04.01.2025 15:00;1.058,50;384,25;651,50;1.852,50;633,75;34,00;-;3.075,50;1.284,50;2.464,50;538,75;444,50
04.01.2025 15:00;04.01.2025 15:15;1.077,50;389,50;648,50;1.820,25;490,00;34,00;-;3.073,75;1.298,75;2.495,25;633,50;445,50
04.01.2025 15:15;04.01.2025 15:30;1.068,25;389,50;673,50;1.839,00;346,25;34,00;-;3.076,25;1.292,50;2.528,50;758,50;439,25
04.01.2025 15:30;04.01.2025 15:45;1.090,25;391,50;712,50;1.856,00;228,50;33,75;-;3.077,25;1.296,75;2.546,00;986,75;436,25
04.01.2025 15:45;04.01.2025 16:00;1.096,50;393,25;747,00;1.887,25;128,50;33,50;-;3.087,00;1.296,25;2.535,75;1.148,00;439,00
04.01.2025 16:00;04.01.2025 16:15;1.122,00;390,00;767,75;1.965,50;53,25;33,50;-;3.081,50;1.296,75;2.541,25;943,75;440,25
04.01.2025 16:15;04.01.2025 16:30;1.132,50;413,75;701,50;2.055,50;12,75;33,50;-;3.080,75;1.302,50;2.553,00;1.177,50;440,25
04.01.2025 16:30;04.01.2025 16:45;1.139,25;434,25;647,00;2.116,00;4,25;33,50;-;3.078,00;1.310,50;2.554,25;1.329,75;444,50
04.01.2025 16:45;04.01.2025 17:00;1.141,00;446,50;658,50;2.166,25;3,75;33,75;-;3.076,00;1.328,00;2.562,50;1.417,75;439,50
04.01.2025 17:00;04.01.2025 17:15;1.146,50;442,50;675,00;2.204,25;3,75;33,75;-;3.077,75;1.342,50;2.594,50;1.522,00;441,50
04.01.2025 17:15;04.01.2025 17:30;1.148,00;448,25;691,75;2.233,00;4,25;33,75;-;3.076,00;1.345,00;2.595,00;1.457,00;445,25
